,reactant,product,rxn_nrj,rxn id,reactant label,Y
1512,"['data/SN2-20/4279/r/42.xyz', 'data/SN2-20/4279/r/B.xyz']","['data/SN2-20/4279/p/02.xyz', 'data/SN2-20/4279/p/A.xyz']",-1.3860656320420972,4279,B_A_A_B_A_0,A
1513,"['data/SN2-20/4280/r/42.xyz', 'data/SN2-20/4280/r/C.xyz']","['data/SN2-20/4280/p/07.xyz', 'data/SN2-20/4280/p/A.xyz']",47.03486479635217,4280,B_A_A_B_A_0,B
1514,"['data/SN2-20/4282/r/26.xyz', 'data/SN2-20/4282/r/A.xyz']","['data/SN2-20/4282/p/03.xyz', 'data/SN2-20/4282/p/B.xyz']",-70.91916273397658,4282,B_A_A_B_A_0,C
1515,"['data/SN2-20/4283/r/26.xyz', 'data/SN2-20/4283/r/B.xyz']","['data/SN2-20/4283/p/02.xyz', 'data/SN2-20/4283/p/B.xyz']",-49.97423028660766,4283,B_A_A_B_A_0,D
1516,"['data/SN2-20/4284/r/26.xyz', 'data/SN2-20/4284/r/C.xyz']","['data/SN2-20/4284/p/07.xyz', 'data/SN2-20/4284/p/B.xyz']",-1.5532998582133926,4284,B_A_A_B_B_0,A
1517,"['data/SN2-20/4290/r/81.xyz', 'data/SN2-20/4290/r/A.xyz']","['data/SN2-20/4290/p/03.xyz', 'data/SN2-20/4290/p/A.xyz']",-22.937226746627463,4290,B_A_A_B_B_0,B
1518,"['data/SN2-20/4292/r/81.xyz', 'data/SN2-20/4292/r/C.xyz']","['data/SN2-20/4292/p/09.xyz', 'data/SN2-20/4292/p/A.xyz']",47.86706854733039,4292,B_A_A_B_B_0,C
1519,"['data/SN2-20/4294/r/71.xyz', 'data/SN2-20/4294/r/A.xyz']","['data/SN2-20/4294/p/03.xyz', 'data/SN2-20/4294/p/B.xyz']",-71.26427868338965,4294,B_A_A_B_B_0,D
1520,"['data/SN2-20/4295/r/71.xyz', 'data/SN2-20/4295/r/B.xyz']","['data/SN2-20/4295/p/01.xyz', 'data/SN2-20/4295/p/B.xyz']",-48.993572497112176,4295,B_A_A_B_C_0,A
1521,"['data/SN2-20/4302/r/05.xyz', 'data/SN2-20/4302/r/A.xyz']","['data/SN2-20/4302/p/07.xyz', 'data/SN2-20/4302/p/A.xyz']",-19.942566097692946,4302,B_A_A_B_C_0,B
1522,"['data/SN2-20/4304/r/05.xyz', 'data/SN2-20/4304/r/C.xyz']","['data/SN2-20/4304/p/05.xyz', 'data/SN2-20/4304/p/A.xyz']",48.78953336347181,4304,B_A_A_B_C_0,C
1523,"['data/SN2-20/4306/r/05.xyz', 'data/SN2-20/4306/r/A.xyz']","['data/SN2-20/4306/p/07.xyz', 'data/SN2-20/4306/p/B.xyz']",-68.73177653771336,4306,B_A_A_B_C_0,D
1524,"['data/SN2-20/4307/r/05.xyz', 'data/SN2-20/4307/r/B.xyz']","['data/SN2-20/4307/p/05.xyz', 'data/SN2-20/4307/p/B.xyz']",-48.78932167690724,4307,B_A_A_C_A_0,A
1525,"['data/SN2-20/4314/r/08.xyz', 'data/SN2-20/4314/r/A.xyz']","['data/SN2-20/4314/p/03.xyz', 'data/SN2-20/4314/p/A.xyz']",-23.46800345677111,4314,B_A_A_C_A_0,B
1526,"['data/SN2-20/4316/r/08.xyz', 'data/SN2-20/4316/r/C.xyz']","['data/SN2-20/4316/p/00.xyz', 'data/SN2-20/4316/p/A.xyz']",49.09602077456724,4316,B_A_A_C_A_0,C
1527,"['data/SN2-20/4318/r/01.xyz', 'data/SN2-20/4318/r/A.xyz']","['data/SN2-20/4318/p/03.xyz', 'data/SN2-20/4318/p/B.xyz']",-72.75209946746942,4318,B_A_A_C_A_0,D
1528,"['data/SN2-20/4319/r/01.xyz', 'data/SN2-20/4319/r/B.xyz']","['data/SN2-20/4319/p/05.xyz', 'data/SN2-20/4319/p/B.xyz']",-48.67319686774042,4319,B_A_A_C_B_0,A
1529,"['data/SN2-20/4326/r/02.xyz', 'data/SN2-20/4326/r/A.xyz']","['data/SN2-20/4326/p/08.xyz', 'data/SN2-20/4326/p/A.xyz']",-22.714007039409555,4326,B_A_A_C_B_0,B
1530,"['data/SN2-20/4328/r/02.xyz', 'data/SN2-20/4328/r/C.xyz']","['data/SN2-20/4328/p/09.xyz', 'data/SN2-20/4328/p/A.xyz']",48.55514751596117,4328,B_A_A_C_B_0,C
1531,"['data/SN2-20/4330/r/09.xyz', 'data/SN2-20/4330/r/A.xyz']","['data/SN2-20/4330/p/08.xyz', 'data/SN2-20/4330/p/B.xyz']",-71.26929398530932,4330,B_A_A_C_B_0,D
1532,"['data/SN2-20/4331/r/09.xyz', 'data/SN2-20/4331/r/B.xyz']","['data/SN2-20/4331/p/02.xyz', 'data/SN2-20/4331/p/B.xyz']",-48.555312102339535,4331,B_A_A_C_C_0,A
1533,"['data/SN2-20/4338/r/09.xyz', 'data/SN2-20/4338/r/A.xyz']","['data/SN2-20/4338/p/08.xyz', 'data/SN2-20/4338/p/A.xyz']",-20.900862944759243,4338,B_A_A_C_C_0,B
1534,"['data/SN2-20/4340/r/09.xyz', 'data/SN2-20/4340/r/C.xyz']","['data/SN2-20/4340/p/00.xyz', 'data/SN2-20/4340/p/A.xyz']",48.21599921295615,4340,B_A_A_C_C_0,C
1535,"['data/SN2-20/4342/r/03.xyz', 'data/SN2-20/4342/r/A.xyz']","['data/SN2-20/4342/p/08.xyz', 'data/SN2-20/4342/p/B.xyz']",-69.6239911745613,4342,B_A_A_C_C_0,D
1536,"['data/SN2-20/4343/r/03.xyz', 'data/SN2-20/4343/r/B.xyz']","['data/SN2-20/4343/p/02.xyz', 'data/SN2-20/4343/p/B.xyz']",-49.015690713786796,4343,B_A_A_D_A_0,A
1537,"['data/SN2-20/4350/r/07.xyz', 'data/SN2-20/4350/r/A.xyz']","['data/SN2-20/4350/p/08.xyz', 'data/SN2-20/4350/p/A.xyz']",-19.833177932653,4350,B_A_A_D_A_0,B
1538,"['data/SN2-20/4352/r/07.xyz', 'data/SN2-20/4352/r/C.xyz']","['data/SN2-20/4352/p/02.xyz', 'data/SN2-20/4352/p/A.xyz']",46.95551513218263,4352,B_A_A_D_A_0,C
1539,"['data/SN2-20/4354/r/12.xyz', 'data/SN2-20/4354/r/A.xyz']","['data/SN2-20/4354/p/08.xyz', 'data/SN2-20/4354/p/B.xyz']",-68.12841606369176,4354,B_A_A_D_A_0,D
1540,"['data/SN2-20/4355/r/12.xyz', 'data/SN2-20/4355/r/B.xyz']","['data/SN2-20/4355/p/04.xyz', 'data/SN2-20/4355/p/B.xyz']",-48.70486486825404,4355,B_A_A_D_B_0,A
1541,"['data/SN2-20/4356/r/12.xyz', 'data/SN2-20/4356/r/C.xyz']","['data/SN2-20/4356/p/02.xyz', 'data/SN2-20/4356/p/B.xyz']",-1.339722998856132,4356,B_A_A_D_B_0,B
1542,"['data/SN2-20/4362/r/04.xyz', 'data/SN2-20/4362/r/A.xyz']","['data/SN2-20/4362/p/04.xyz', 'data/SN2-20/4362/p/A.xyz']",-18.821838739702205,4362,B_A_A_D_B_0,C
1543,"['data/SN2-20/4364/r/04.xyz', 'data/SN2-20/4364/r/C.xyz']","['data/SN2-20/4364/p/00.xyz', 'data/SN2-20/4364/p/A.xyz']",48.39921723854189,4364,B_A_A_D_B_0,D
1544,"['data/SN2-20/4366/r/00.xyz', 'data/SN2-20/4366/r/A.xyz']","['data/SN2-20/4366/p/04.xyz', 'data/SN2-20/4366/p/B.xyz']",-67.2210324188859,4366,B_A_A_D_C_0,A
1545,"['data/SN2-20/4367/r/00.xyz', 'data/SN2-20/4367/r/B.xyz']","['data/SN2-20/4367/p/04.xyz', 'data/SN2-20/4367/p/B.xyz']",-48.39924527409611,4367,B_A_A_D_C_0,B
1546,"['data/SN2-20/4374/r/02.xyz', 'data/SN2-20/4374/r/A.xyz']","['data/SN2-20/4374/p/01.xyz', 'data/SN2-20/4374/p/A.xyz']",-21.307064587928732,4374,B_A_A_D_C_0,C
1547,"['data/SN2-20/4375/r/02.xyz', 'data/SN2-20/4375/r/B.xyz']","['data/SN2-20/4375/p/01.xyz', 'data/SN2-20/4375/p/A.xyz']",2.0127209152598984,4375,B_A_A_D_C_0,D
1548,"['data/SN2-20/4376/r/02.xyz', 'data/SN2-20/4376/r/C.xyz']","['data/SN2-20/4376/p/00.xyz', 'data/SN2-20/4376/p/A.xyz']",50.89995555499542,4376,B_A_A_E_A_0,A
1549,"['data/SN2-20/4378/r/28.xyz', 'data/SN2-20/4378/r/A.xyz']","['data/SN2-20/4378/p/01.xyz', 'data/SN2-20/4378/p/B.xyz']",-69.72345504559344,4378,B_A_A_E_A_0,B
1550,"['data/SN2-20/4379/r/28.xyz', 'data/SN2-20/4379/r/B.xyz']","['data/SN2-20/4379/p/01.xyz', 'data/SN2-20/4379/p/B.xyz']",-46.40366954226214,4379,B_A_A_E_A_0,C
1551,"['data/SN2-20/4380/r/28.xyz', 'data/SN2-20/4380/r/C.xyz']","['data/SN2-20/4380/p/00.xyz', 'data/SN2-20/4380/p/B.xyz']",2.483565097330711,4380,B_A_A_E_A_0,D
1552,"['data/SN2-20/4386/r/02.xyz', 'data/SN2-20/4386/r/A.xyz']","['data/SN2-20/4386/p/02.xyz', 'data/SN2-20/4386/p/A.xyz']",-20.123831617966488,4386,B_A_A_E_B_0,A
1553,"['data/SN2-20/4388/r/02.xyz', 'data/SN2-20/4388/r/C.xyz']","['data/SN2-20/4388/p/03.xyz', 'data/SN2-20/4388/p/A.xyz']",49.015568914701355,4388,B_A_A_E_B_0,B
1554,"['data/SN2-20/4390/r/00.xyz', 'data/SN2-20/4390/r/A.xyz']","['data/SN2-20/4390/p/02.xyz', 'data/SN2-20/4390/p/B.xyz']",-68.63241618539432,4390,B_A_A_E_B_0,C
1555,"['data/SN2-20/4391/r/00.xyz', 'data/SN2-20/4391/r/B.xyz']","['data/SN2-20/4391/p/08.xyz', 'data/SN2-20/4391/p/B.xyz']",-48.21613934268076,4391,B_A_A_E_B_0,D
1556,"['data/SN2-20/4398/r/00.xyz', 'data/SN2-20/4398/r/A.xyz']","['data/SN2-20/4398/p/07.xyz', 'data/SN2-20/4398/p/A.xyz']",-18.66285587182361,4398,B_A_A_E_C_0,A
1557,"['data/SN2-20/4400/r/00.xyz', 'data/SN2-20/4400/r/C.xyz']","['data/SN2-20/4400/p/00.xyz', 'data/SN2-20/4400/p/A.xyz']",48.78069581345727,4400,B_A_A_E_C_0,B
1558,"['data/SN2-20/4402/r/00.xyz', 'data/SN2-20/4402/r/A.xyz']","['data/SN2-20/4402/p/07.xyz', 'data/SN2-20/4402/p/B.xyz']",-67.44347400397801,4402,B_A_A_E_C_0,C
1559,"['data/SN2-20/4403/r/00.xyz', 'data/SN2-20/4403/r/B.xyz']","['data/SN2-20/4403/p/00.xyz', 'data/SN2-20/4403/p/B.xyz']",-48.780692049736594,4403,B_A_A_E_C_0,D
1560,"['data/SN2-20/4410/r/02.xyz', 'data/SN2-20/4410/r/A.xyz']","['data/SN2-20/4410/p/01.xyz', 'data/SN2-20/4410/p/A.xyz']",-17.921334878063966,4410,B_A_B_A_A_0,A
1561,"['data/SN2-20/4412/r/02.xyz', 'data/SN2-20/4412/r/C.xyz']","['data/SN2-20/4412/p/02.xyz', 'data/SN2-20/4412/p/A.xyz']",48.32248906540513,4412,B_A_B_A_A_0,B
1562,"['data/SN2-20/4414/r/05.xyz', 'data/SN2-20/4414/r/A.xyz']","['data/SN2-20/4414/p/01.xyz', 'data/SN2-20/4414/p/B.xyz']",-65.8131635369088,4414,B_A_B_A_A_0,C
1563,"['data/SN2-20/4415/r/05.xyz', 'data/SN2-20/4415/r/B.xyz']","['data/SN2-20/4415/p/08.xyz', 'data/SN2-20/4415/p/B.xyz']",-47.447120402212896,4415,B_A_B_A_A_0,D
1564,"['data/SN2-20/4422/r/05.xyz', 'data/SN2-20/4422/r/A.xyz']","['data/SN2-20/4422/p/08.xyz', 'data/SN2-20/4422/p/A.xyz']",-17.37095747438261,4422,B_A_B_A_B_0,A
1565,"['data/SN2-20/4424/r/05.xyz', 'data/SN2-20/4424/r/C.xyz']","['data/SN2-20/4424/p/00.xyz', 'data/SN2-20/4424/p/A.xyz']",51.185818314100544,4424,B_A_B_A_B_0,B
1566,"['data/SN2-20/4426/r/10.xyz', 'data/SN2-20/4426/r/A.xyz']","['data/SN2-20/4426/p/08.xyz', 'data/SN2-20/4426/p/B.xyz']",-65.1626362861788,4426,B_A_B_A_B_0,C
1567,"['data/SN2-20/4427/r/10.xyz', 'data/SN2-20/4427/r/B.xyz']","['data/SN2-20/4427/p/05.xyz', 'data/SN2-20/4427/p/B.xyz']",-47.791667692470725,4427,B_A_B_A_B_0,D
1568,"['data/SN2-20/4428/r/10.xyz', 'data/SN2-20/4428/r/C.xyz']","['data/SN2-20/4428/p/00.xyz', 'data/SN2-20/4428/p/B.xyz']",3.394139502375708,4428,B_A_B_A_C_0,A
1569,"['data/SN2-20/4434/r/18.xyz', 'data/SN2-20/4434/r/A.xyz']","['data/SN2-20/4434/p/05.xyz', 'data/SN2-20/4434/p/A.xyz']",-23.21193866704677,4434,B_A_B_A_C_0,B
1570,"['data/SN2-20/4435/r/18.xyz', 'data/SN2-20/4435/r/B.xyz']","['data/SN2-20/4435/p/00.xyz', 'data/SN2-20/4435/p/A.xyz']",2.732176133840164,4435,B_A_B_A_C_0,C
1571,"['data/SN2-20/4436/r/18.xyz', 'data/SN2-20/4436/r/C.xyz']","['data/SN2-20/4436/p/00.xyz', 'data/SN2-20/4436/p/A.xyz']",50.951360904060714,4436,B_A_B_A_C_0,D
1572,"['data/SN2-20/4438/r/09.xyz', 'data/SN2-20/4438/r/A.xyz']","['data/SN2-20/4438/p/05.xyz', 'data/SN2-20/4438/p/B.xyz']",-71.75414140763877,4438,B_A_B_B_A_0,A
1573,"['data/SN2-20/4439/r/09.xyz', 'data/SN2-20/4439/r/B.xyz']","['data/SN2-20/4439/p/00.xyz', 'data/SN2-20/4439/p/B.xyz']",-45.81002660675186,4439,B_A_B_B_A_0,B
1574,"['data/SN2-20/4440/r/09.xyz', 'data/SN2-20/4440/r/C.xyz']","['data/SN2-20/4440/p/00.xyz', 'data/SN2-20/4440/p/B.xyz']",2.4091581633973647,4440,B_A_B_B_A_0,C
1575,"['data/SN2-20/4446/r/11.xyz', 'data/SN2-20/4446/r/A.xyz']","['data/SN2-20/4446/p/07.xyz', 'data/SN2-20/4446/p/A.xyz']",-19.034393668974165,4446,B_A_B_B_A_0,D
1576,"['data/SN2-20/4447/r/11.xyz', 'data/SN2-20/4447/r/B.xyz']","['data/SN2-20/4447/p/07.xyz', 'data/SN2-20/4447/p/A.xyz']",1.1296656543352055,4447,B_A_B_B_B_0,A
1577,"['data/SN2-20/4448/r/11.xyz', 'data/SN2-20/4448/r/C.xyz']","['data/SN2-20/4448/p/02.xyz', 'data/SN2-20/4448/p/A.xyz']",49.56967533006648,4448,B_A_B_B_B_0,B
1578,"['data/SN2-20/4450/r/02.xyz', 'data/SN2-20/4450/r/A.xyz']","['data/SN2-20/4450/p/07.xyz', 'data/SN2-20/4450/p/B.xyz']",-67.11900494169271,4450,B_A_B_B_B_0,C
1579,"['data/SN2-20/4451/r/02.xyz', 'data/SN2-20/4451/r/B.xyz']","['data/SN2-20/4451/p/07.xyz', 'data/SN2-20/4451/p/B.xyz']",-46.954945618311996,4451,B_A_B_B_B_0,D
1580,"['data/SN2-20/4452/r/02.xyz', 'data/SN2-20/4452/r/C.xyz']","['data/SN2-20/4452/p/02.xyz', 'data/SN2-20/4452/p/B.xyz']",1.4850640573479268,4452,B_A_B_B_C_0,A
1581,"['data/SN2-20/4458/r/10.xyz', 'data/SN2-20/4458/r/A.xyz']","['data/SN2-20/4458/p/04.xyz', 'data/SN2-20/4458/p/A.xyz']",-17.009978367494515,4458,B_A_B_B_C_0,B
1582,"['data/SN2-20/4460/r/10.xyz', 'data/SN2-20/4460/r/C.xyz']","['data/SN2-20/4460/p/05.xyz', 'data/SN2-20/4460/p/A.xyz']",47.44764465833868,4460,B_A_B_B_C_0,C
1583,"['data/SN2-20/4462/r/02.xyz', 'data/SN2-20/4462/r/A.xyz']","['data/SN2-20/4462/p/04.xyz', 'data/SN2-20/4462/p/B.xyz']",-64.88844129387957,4462,B_A_B_B_C_0,D
1584,"['data/SN2-20/4463/r/02.xyz', 'data/SN2-20/4463/r/B.xyz']","['data/SN2-20/4463/p/02.xyz', 'data/SN2-20/4463/p/B.xyz']",-48.32251186136122,4463,B_A_B_C_A_0,A
1585,"['data/SN2-20/4470/r/09.xyz', 'data/SN2-20/4470/r/A.xyz']","['data/SN2-20/4470/p/04.xyz', 'data/SN2-20/4470/p/A.xyz']",-16.58010082421612,4470,B_A_B_C_A_0,B
1586,"['data/SN2-20/4472/r/09.xyz', 'data/SN2-20/4472/r/C.xyz']","['data/SN2-20/4472/p/06.xyz', 'data/SN2-20/4472/p/A.xyz']",50.29619521346717,4472,B_A_B_C_A_0,C
1587,"['data/SN2-20/4474/r/39.xyz', 'data/SN2-20/4474/r/A.xyz']","['data/SN2-20/4474/p/04.xyz', 'data/SN2-20/4474/p/B.xyz']",-63.998018508490894,4474,B_A_B_C_A_0,D
1588,"['data/SN2-20/4475/r/39.xyz', 'data/SN2-20/4475/r/B.xyz']","['data/SN2-20/4475/p/09.xyz', 'data/SN2-20/4475/p/B.xyz']",-47.417957745786374,4475,B_A_B_C_B_0,A
1589,"['data/SN2-20/4476/r/39.xyz', 'data/SN2-20/4476/r/C.xyz']","['data/SN2-20/4476/p/06.xyz', 'data/SN2-20/4476/p/B.xyz']",2.8782775291924168,4476,B_A_B_C_B_0,B
1590,"['data/SN2-20/4482/r/00.xyz', 'data/SN2-20/4482/r/A.xyz']","['data/SN2-20/4482/p/00.xyz', 'data/SN2-20/4482/p/A.xyz']",-21.907742311842213,4482,B_A_B_C_B_0,C
1591,"['data/SN2-20/4484/r/00.xyz', 'data/SN2-20/4484/r/C.xyz']","['data/SN2-20/4484/p/00.xyz', 'data/SN2-20/4484/p/A.xyz']",44.74140813956409,4484,B_A_B_C_B_0,D
1592,"['data/SN2-20/4486/r/00.xyz', 'data/SN2-20/4486/r/A.xyz']","['data/SN2-20/4486/p/00.xyz', 'data/SN2-20/4486/p/B.xyz']",-66.64916084660149,4486,B_A_B_C_C_0,A
1593,"['data/SN2-20/4487/r/00.xyz', 'data/SN2-20/4487/r/B.xyz']","['data/SN2-20/4487/p/00.xyz', 'data/SN2-20/4487/p/B.xyz']",-44.74126253758873,4487,B_A_B_C_C_0,B
1594,"['data/SN2-20/4494/r/00.xyz', 'data/SN2-20/4494/r/A.xyz']","['data/SN2-20/4494/p/02.xyz', 'data/SN2-20/4494/p/A.xyz']",-25.39329182896879,4494,B_A_B_C_C_0,C
1595,"['data/SN2-20/4496/r/00.xyz', 'data/SN2-20/4496/r/C.xyz']","['data/SN2-20/4496/p/01.xyz', 'data/SN2-20/4496/p/A.xyz']",44.211647336825024,4496,B_A_B_C_C_0,D
1596,"['data/SN2-20/4498/r/01.xyz', 'data/SN2-20/4498/r/A.xyz']","['data/SN2-20/4498/p/02.xyz', 'data/SN2-20/4498/p/B.xyz']",-69.60496913463004,4498,B_A_B_D_A_0,A
1597,"['data/SN2-20/4499/r/01.xyz', 'data/SN2-20/4499/r/B.xyz']","['data/SN2-20/4499/p/00.xyz', 'data/SN2-20/4499/p/B.xyz']",-44.211771670995034,4499,B_A_B_D_A_0,B
1598,"['data/SN2-20/4506/r/01.xyz', 'data/SN2-20/4506/r/A.xyz']","['data/SN2-20/4506/p/03.xyz', 'data/SN2-20/4506/p/A.xyz']",-23.80198651408677,4506,B_A_B_D_A_0,C
1599,"['data/SN2-20/4508/r/01.xyz', 'data/SN2-20/4508/r/C.xyz']","['data/SN2-20/4508/p/01.xyz', 'data/SN2-20/4508/p/A.xyz']",44.84850828959054,4508,B_A_B_D_A_0,D
1600,"['data/SN2-20/4510/r/01.xyz', 'data/SN2-20/4510/r/A.xyz']","['data/SN2-20/4510/p/03.xyz', 'data/SN2-20/4510/p/B.xyz']",-68.65054011731587,4510,B_A_B_D_B_0,A
1601,"['data/SN2-20/4511/r/01.xyz', 'data/SN2-20/4511/r/B.xyz']","['data/SN2-20/4511/p/01.xyz', 'data/SN2-20/4511/p/B.xyz']",-44.84855293253137,4511,B_A_B_D_B_0,B
1602,"['data/SN2-20/4518/r/00.xyz', 'data/SN2-20/4518/r/A.xyz']","['data/SN2-20/4518/p/00.xyz', 'data/SN2-20/4518/p/A.xyz']",-21.683903321214906,4518,B_A_B_D_B_0,C
1603,"['data/SN2-20/4520/r/00.xyz', 'data/SN2-20/4520/r/C.xyz']","['data/SN2-20/4520/p/00.xyz', 'data/SN2-20/4520/p/A.xyz']",44.72400617902835,4520,B_A_B_D_B_0,D
1604,"['data/SN2-20/4522/r/00.xyz', 'data/SN2-20/4522/r/A.xyz']","['data/SN2-20/4522/p/00.xyz', 'data/SN2-20/4522/p/B.xyz']",-66.40762502937974,4522,B_A_B_D_C_0,A
1605,"['data/SN2-20/4523/r/00.xyz', 'data/SN2-20/4523/r/B.xyz']","['data/SN2-20/4523/p/00.xyz', 'data/SN2-20/4523/p/B.xyz']",-44.7236047767365,4523,B_A_B_D_C_0,B
1606,"['data/SN2-20/4530/r/01.xyz', 'data/SN2-20/4530/r/A.xyz']","['data/SN2-20/4530/p/02.xyz', 'data/SN2-20/4530/p/A.xyz']",-21.39256254532797,4530,B_A_B_D_C_0,C
1607,"['data/SN2-20/4532/r/01.xyz', 'data/SN2-20/4532/r/C.xyz']","['data/SN2-20/4532/p/06.xyz', 'data/SN2-20/4532/p/A.xyz']",44.326789811800744,4532,B_A_B_D_C_0,D
1608,"['data/SN2-20/4534/r/06.xyz', 'data/SN2-20/4534/r/A.xyz']","['data/SN2-20/4534/p/02.xyz', 'data/SN2-20/4534/p/B.xyz']",-65.71930378621033,4534,B_A_B_E_A_0,A
1609,"['data/SN2-20/4535/r/06.xyz', 'data/SN2-20/4535/r/B.xyz']","['data/SN2-20/4535/p/01.xyz', 'data/SN2-20/4535/p/B.xyz']",-44.32675501701373,4535,B_A_B_E_A_0,B
1610,"['data/SN2-20/4542/r/00.xyz', 'data/SN2-20/4542/r/A.xyz']","['data/SN2-20/4542/p/02.xyz', 'data/SN2-20/4542/p/A.xyz']",-25.39329130687805,4542,B_A_B_E_A_0,C
1611,"['data/SN2-20/4544/r/00.xyz', 'data/SN2-20/4544/r/C.xyz']","['data/SN2-20/4544/p/01.xyz', 'data/SN2-20/4544/p/A.xyz']",44.21164786883182,4544,B_A_B_E_A_0,D
1612,"['data/SN2-20/4546/r/01.xyz', 'data/SN2-20/4546/r/A.xyz']","['data/SN2-20/4546/p/02.xyz', 'data/SN2-20/4546/p/B.xyz']",-69.60494430455498,4546,B_A_B_E_B_0,A
1613,"['data/SN2-20/4547/r/01.xyz', 'data/SN2-20/4547/r/B.xyz']","['data/SN2-20/4547/p/00.xyz', 'data/SN2-20/4547/p/B.xyz']",-44.211746841562025,4547,B_A_B_E_B_0,B
1614,"['data/SN2-20/4554/r/01.xyz', 'data/SN2-20/4554/r/A.xyz']","['data/SN2-20/4554/p/00.xyz', 'data/SN2-20/4554/p/A.xyz']",-27.823213311151573,4554,B_A_B_E_B_0,C
1615,"['data/SN2-20/4556/r/01.xyz', 'data/SN2-20/4556/r/C.xyz']","['data/SN2-20/4556/p/02.xyz', 'data/SN2-20/4556/p/A.xyz']",44.00268692395997,4556,B_A_B_E_B_0,D
1616,"['data/SN2-20/4558/r/02.xyz', 'data/SN2-20/4558/r/A.xyz']","['data/SN2-20/4558/p/00.xyz', 'data/SN2-20/4558/p/B.xyz']",-71.82575700825308,4558,B_A_B_E_C_0,A
1617,"['data/SN2-20/4559/r/02.xyz', 'data/SN2-20/4559/r/B.xyz']","['data/SN2-20/4559/p/01.xyz', 'data/SN2-20/4559/p/B.xyz']",-44.00268504157797,4559,B_A_B_E_C_0,B
1618,"['data/SN2-20/4566/r/03.xyz', 'data/SN2-20/4566/r/A.xyz']","['data/SN2-20/4566/p/01.xyz', 'data/SN2-20/4566/p/A.xyz']",-27.02352787269263,4566,B_A_B_E_C_0,C
1619,"['data/SN2-20/4568/r/03.xyz', 'data/SN2-20/4568/r/C.xyz']","['data/SN2-20/4568/p/01.xyz', 'data/SN2-20/4568/p/A.xyz']",44.35662619374853,4568,B_A_B_E_C_0,D
1620,"['data/SN2-20/4570/r/01.xyz', 'data/SN2-20/4570/r/A.xyz']","['data/SN2-20/4570/p/01.xyz', 'data/SN2-20/4570/p/B.xyz']",-71.81937815005597,4570,B_A_C_A_A_0,A
1621,"['data/SN2-20/4571/r/01.xyz', 'data/SN2-20/4571/r/B.xyz']","['data/SN2-20/4571/p/03.xyz', 'data/SN2-20/4571/p/B.xyz']",-45.27968222348481,4571,B_A_C_A_A_0,B
1622,"['data/SN2-20/4578/r/00.xyz', 'data/SN2-20/4578/r/A.xyz']","['data/SN2-20/4578/p/00.xyz', 'data/SN2-20/4578/p/A.xyz']",-24.946498644532234,4578,B_A_C_A_A_0,C
1623,"['data/SN2-20/4580/r/00.xyz', 'data/SN2-20/4580/r/C.xyz']","['data/SN2-20/4580/p/01.xyz', 'data/SN2-20/4580/p/A.xyz']",45.24213346232372,4580,B_A_C_A_A_0,D
1624,"['data/SN2-20/4582/r/00.xyz', 'data/SN2-20/4582/r/A.xyz']","['data/SN2-20/4582/p/00.xyz', 'data/SN2-20/4582/p/B.xyz']",-69.431319382322,4582,B_A_C_A_B_0,A
1625,"['data/SN2-20/4583/r/00.xyz', 'data/SN2-20/4583/r/B.xyz']","['data/SN2-20/4583/p/02.xyz', 'data/SN2-20/4583/p/B.xyz']",-44.005286752551775,4583,B_A_C_A_B_0,B
1626,"['data/SN2-20/4590/r/00.xyz', 'data/SN2-20/4590/r/A.xyz']","['data/SN2-20/4590/p/01.xyz', 'data/SN2-20/4590/p/A.xyz']",-23.861840339922647,4590,B_A_C_A_B_0,C
1627,"['data/SN2-20/4591/r/00.xyz', 'data/SN2-20/4591/r/B.xyz']","['data/SN2-20/4591/p/07.xyz', 'data/SN2-20/4591/p/A.xyz']",1.5918389163857327,4591,B_A_C_A_B_0,D
1628,"['data/SN2-20/4592/r/00.xyz', 'data/SN2-20/4592/r/C.xyz']","['data/SN2-20/4592/p/09.xyz', 'data/SN2-20/4592/p/A.xyz']",46.31323059657888,4592,B_A_C_A_C_0,A
1629,"['data/SN2-20/4594/r/00.xyz', 'data/SN2-20/4594/r/A.xyz']","['data/SN2-20/4594/p/01.xyz', 'data/SN2-20/4594/p/B.xyz']",-68.48665104525736,4594,B_A_C_A_C_0,B
1630,"['data/SN2-20/4595/r/00.xyz', 'data/SN2-20/4595/r/B.xyz']","['data/SN2-20/4595/p/07.xyz', 'data/SN2-20/4595/p/B.xyz']",-43.03297178894898,4595,B_A_C_A_C_0,C
1631,"['data/SN2-20/4596/r/00.xyz', 'data/SN2-20/4596/r/C.xyz']","['data/SN2-20/4596/p/09.xyz', 'data/SN2-20/4596/p/B.xyz']",1.688419891244166,4596,B_A_C_A_C_0,D
1632,"['data/SN2-20/4602/r/01.xyz', 'data/SN2-20/4602/r/A.xyz']","['data/SN2-20/4602/p/03.xyz', 'data/SN2-20/4602/p/A.xyz']",-23.80198651408677,4602,B_A_C_B_A_0,A
1633,"['data/SN2-20/4604/r/01.xyz', 'data/SN2-20/4604/r/C.xyz']","['data/SN2-20/4604/p/01.xyz', 'data/SN2-20/4604/p/A.xyz']",44.84850828959054,4604,B_A_C_B_A_0,B
