,mol,Eafw,Earev,dErxn,ETS,ERt,EPr,enan,HRt,HPr,HTS,Hafw,dH
268,3abp1,8.549189074,12.92795018,-4.37876111,-1651182.119923692,-1651190.6691063081,-1651195.04786411,R,-1650838.7306836583,-1650842.7354460962,-1650830.3503009633,8.380382695002481,-4.004762437893078
269,3abp2,7.189376043999999,18.19275467,-11.00337863,-1651185.140124509,-1651192.329495122,-1651203.332865437,R,-1650840.881157001,-1650850.247983844,-1650833.101300419,7.779856581939384,-9.366826843004674
270,3abp3,12.44351287,21.003369600000003,-8.559856735,-1651177.660844738,-1651190.104348208,-1651198.664198477,R,-1650837.941277336,-1650845.347766063,-1650825.6948116918,12.246465644333512,-7.406488726846874
271,3abp4,9.205563984,22.34561237,-13.14004839,-1651178.442093443,-1651187.647650473,-1651200.787688933,R,-1650835.5398003932,-1650847.3275569582,-1650826.6473703538,8.892430039355531,-11.787756565026939
272,3abp5,9.80609055,23.63577185,-13.829681299999999,-1651180.8322752242,-1651190.638358367,-1651204.468029218,R,-1650839.0701660272,-1650850.789524111,-1650828.9936265051,10.07653952203691,-11.71935808379203
273,3aMebp1,8.441884953999999,18.810851500000002,-10.36896655,-1552542.26836914,-1552550.710247717,-1552561.0792064331,R,-1552269.890557582,-1552278.8313058142,-1552261.4957421802,8.39481540187262,-8.940748232183978
274,3aMebp2,6.887543987000001,19.45467622,-12.56713224,-1552544.7269494021,-1552551.6144881858,-1552564.181610929,R,-1552270.9083771799,-1552281.6965119082,-1552263.7917976112,7.116579568712041,-10.78813472832553
275,3aMebp3,14.80043845,23.65083207,-8.850393621,-1552537.837528091,-1552552.637955365,-1552561.4883423012,R,-1552271.605539679,-1552279.139412733,-1552257.2274259622,14.378113716840744,-7.53387305396609
276,3aMebp4,9.286512706,23.43936138,-14.15284868,-1552538.781929136,-1552548.068434827,-1552562.2212728132,R,-1552267.1232428919,-1552279.989687428,-1552258.0394226082,9.083820283645764,-12.866444536251947
277,3aMebp5,10.22526688,24.11079652,-13.88552964,-1552540.692694041,-1552550.9179531962,-1552564.8034723478,R,-1552269.8585546229,-1552282.351003795,-1552259.87049387,9.988060752861202,-12.492449172073975
278,3aMebp1,8.822783204,23.74182095,-14.91903774,-1552541.9012763752,-1552550.7240529151,-1552565.6430793903,S,-1552269.883027474,-1552283.3274077992,-1552261.183242698,8.699784775963053,-13.444380325265229
279,3aMebp2,6.856168512999999,20.90673315,-14.05056463,-1552544.0674374432,-1552550.923600777,-1552564.974154796,S,-1552270.1503463082,-1552282.6842110741,-1552263.1084403098,7.041905998485163,-12.533864765893668
280,3aMebp3,9.547556647,21.56310805,-12.01555141,-1552543.1412341592,-1552552.6887835942,-1552564.704325926,S,-1552271.6783307227,-1552282.721234105,-1552262.56878257,9.109548152657226,-11.042903382331133
281,3aMebp4,9.275845045,23.49834727,-14.22250223,-1552539.0956836361,-1552548.3715216739,-1552562.5940131592,S,-1552268.1103145492,-1552280.257006262,-1552258.3876901034,9.722624445799738,-12.14669171278365
282,3aMebp5,9.568891969,19.23693043,-9.668038466,-1552540.1348385403,-1552549.703723281,-1552559.371754444,S,-1552268.685112793,-1552276.9519163591,-1552259.3189134593,9.366199333686382,-8.266803566133603
283,3abp1,8.801447883,22.00612974,-13.20468186,-1651181.838172151,-1651190.6396133848,-1651203.844285272,S,-1650838.645342434,-1650850.3948209502,-1650829.946812676,8.69852975802496,-11.749478516168892
284,3abp2,6.960962595,17.64933147,-10.68836887,-1651184.6720027952,-1651191.6329601319,-1651202.321320929,S,-1650839.813764192,-1650848.993593353,-1650832.896104976,6.917659215861931,-9.179829161148518
285,3abp3,10.11859027,21.27884626,-11.160256,-1651183.2519499282,-1651193.3705325532,-1651204.530780118,S,-1650841.6749558859,-1650851.0543329092,-1650830.8290903298,10.845865556038916,-9.37937702331692
286,3abp4,9.785382738,22.31549191,-12.53010918,-1651178.940335589,-1651188.725710935,-1651201.255810647,S,-1650836.492359055,-1650848.084960321,-1650827.136827374,9.35553168086335,-11.592601265991107
287,3abp5,9.027978803,15.88038226,-6.852403456,-1651180.287597412,-1651189.3155693952,-1651196.167967675,S,-1650837.377774254,-1650843.122619149,-1650828.389335338,8.988438915926963,-5.744844895089045
288,3bbp1,8.715479085,10.34135613,-1.625877047,-1775706.447899374,-1775715.1633718752,-1775716.7892476942,R,-1775372.6639396031,-1775373.3491794309,-1775364.208883337,8.455056266160682,-0.6852398277260363
289,3bbp2,6.768317187,14.77596558,-8.007648397999999,-1775709.409114345,-1775716.1774264192,-1775724.1850687682,R,-1775373.7671004252,-1775379.178110532,-1775367.013848567,6.753251858288422,-5.4110101067926735
290,3bbp3,12.33620875,20.91489077,-8.578682019,-1775701.683851046,-1775714.020050477,-1775722.5987260158,R,-1775371.537560948,-1775378.534286298,-1775359.253444764,12.284116183873266,-6.996725350152701
291,3bbp4,9.65109571,20.97764172,-11.32654601,-1775702.567383718,-1775712.218472138,-1775723.5450095881,R,-1775369.807518635,-1775379.6989430021,-1775360.362880676,9.44463795889169,-9.891424367204309
292,3bbp5,9.80609055,22.13476919,-12.32867864,-1775704.8308086812,-1775714.636891824,-1775726.965561147,R,-1775372.1117316831,-1775383.207345821,-1775362.4637808083,9.647950874874368,-11.095614137826487
293,3bMebp1,8.628882777000001,10.70844917,-2.079566397,-1825035.5629184463,-1825044.1917947049,-1825046.2713595312,R,-1824666.580723847,-1824667.715260119,-1824658.155788013,8.424935834016651,-1.1345362719148397
294,3bMebp2,6.4376196939999994,14.74961019,-8.311990493,-1825038.734348932,-1825045.1719637632,-1825053.4839479772,R,-1824667.931123215,-1824674.591503741,-1824661.3109032651,6.620219949865714,-6.660380525980145
295,3bMebp3,12.16113361,20.21019763,-8.049064023,-1825030.8923689593,-1825043.053493379,-1825051.102551322,R,-1824665.519606128,-1824672.363846791,-1824653.611995344,11.90761078405194,-6.844240662874654
296,3bMebp4,10.00563856,20.78625133,-10.78061276,-1825031.4376742798,-1825041.443305285,-1825052.2239099052,R,-1824664.1026908061,-1824673.477675266,-1824654.1428679582,9.959822847973555,-9.37498445995152
297,3bMebp5,9.899589462,22.30168671,-12.40209724,-1825033.965908041,-1825043.8654900251,-1825056.2675779012,R,-1824666.517345438,-1824677.639942463,-1824656.871904599,9.645440838998184,-11.122597025008872
298,3bMebp1,8.621980172999999,10.5710246,-1.949044426,-1825035.4600069702,-1825044.08198063,-1825046.031023584,S,-1824666.3165425581,-1824667.305496742,-1824657.971300367,8.345242191106081,-0.9889541838783771
299,3bMebp2,6.616459894,18.21848256,-11.60202266,-1825036.759578109,-1825043.3760330048,-1825054.978046906,S,-1824666.062401413,-1824675.8785247002,-1824659.590273587,6.472127825953066,-9.816123287193477
300,3bMebp3,7.833828274,19.77470605,-11.94087778,-1825036.230588022,-1825044.064410378,-1825056.0052791391,S,-1824666.5951565541,-1824677.0005107918,-1824658.804632319,7.790524235228077,-10.40535423764959
301,3bMebp4,10.597380000000001,21.23115554,-10.63377555,-1825031.453989514,-1825042.051361506,-1825052.6851290201,S,-1824663.387330546,-1824674.0643961811,-1824654.3323756761,9.054954869905487,-10.677065635100007
302,3bMebp5,9.597757405,20.04202509,-10.44426769,-1825032.5151072333,-1825042.112857388,-1825052.5571171842,S,-1824664.8255811739,-1824673.7813896218,-1824655.1801403349,9.645440838998184,-8.955808447906747
303,3bbp1,8.641432966,10.13553302,-1.4941000580000001,-1775706.366323204,-1775715.007749643,-1775716.501848572,S,-1775372.500159754,-1775373.0247572782,-1775363.991765223,8.508394530974329,-0.5245975241996348
304,3bbp2,6.676700802999999,17.12034098,-10.44364018,-1775707.664639325,-1775714.3413350848,-1775724.784967372,S,-1775371.8638656281,-1775380.7707283741,-1775365.186542359,6.677323269192129,-8.90686274599284
305,3bbp3,8.18397856,19.22689028,-11.04291172,-1775707.0402678703,-1775715.2242402479,-1775726.26714363,S,-1775372.6080913022,-1775382.267337339,-1775364.5885262822,8.019565019989386,-9.65924603678286
306,3bbp4,9.506768531,21.08745587,-11.58068734,-1775702.624487037,-1775712.131248387,-1775723.711926982,S,-1775369.7792807298,-1775379.907903499,-1775360.255576637,9.523704092716798,-10.128622769145295
307,3bbp5,9.425819809,14.05997727,-4.634157465,-1775703.5092747272,-1775712.935087416,-1775717.569241381,S,-1775370.467658103,-1775373.774003024,-1775361.230725623,9.236932480009273,-3.3063449210021645
308,3cbp1,8.288772642,11.31023076,-3.021458117,-2228005.614080688,-2228013.902847069,-2228016.924302904,R,-2227673.276529162,-2227675.27953789,-2227665.034825956,8.241703206207603,-2.003008727915585
309,3cbp2,6.568141664,15.41226019,-8.844118527000001,-2228008.525722448,-2228015.093859151,-2228023.937970997,R,-2227674.380945002,-2227681.88093257,-2227667.895011978,6.485933023970574,-7.4999875677749515
310,3cbp3,12.49371363,22.49558713,-10.00187351,-2228000.503647392,-2228012.9973515817,-2228022.9992175326,R,-2227672.238629276,-2227680.582616449,-2227659.9187450795,12.319884196389467,-8.343987172935158
311,3cbp4,9.189248737,21.52482998,-12.33558124,-2228001.240970467,-2228010.430212263,-2228022.765784185,R,-2227669.827739698,-2227680.652269948,-2227660.8148279316,9.01291176630184,-10.824530249927193
312,3cbp5,10.19389141,22.86205267,-12.66816126,-2228003.79304957,-2228013.986933275,-2228026.655084967,R,-2227673.0518809403,-2227684.4970175913,-2227663.041857372,10.010023568291217,-11.44513665093109
313,3cMebp1,8.356543665,11.38113933,-3.024595665,-2277335.1652185153,-2277343.5217558686,-2277346.546349248,R,-2276968.426368591,-2276969.7340973467,-2276959.72972136,8.696647231001407,-1.3077287557534873
314,3cMebp2,6.459582525,15.01379168,-8.55420915,-2277338.290213335,-2277344.7497909814,-2277353.303993669,R,-2276969.182516936,-2276976.3423946262,-2276962.778787591,6.4037293451838195,-7.159877690020949
315,3cMebp3,12.42217755,22.91790101,-10.49572346,-2277330.2800609497,-2277342.702229114,-2277353.197944648,R,-2276967.089774421,-2276975.807129449,-2276954.7109043784,12.378870042506605,-8.7173550282605
316,3cMebp4,9.403229468,21.54428277,-12.141053300000001,-2277330.854859194,-2277340.2580815586,-2277352.399125691,R,-2276964.549617989,-2276975.419956396,-2276955.3522185762,9.197399412747473,-10.870338406879455
317,3cMebp5,10.26103492,22.87334784,-12.61231292,-2277333.4408237827,-2277343.701850951,-2277356.3141543423,R,-2276968.041705574,-2276977.744249732,-2276957.851586923,10.190118650905788,-9.702544157858938
318,3cMebp1,8.772582447000001,13.01768404,-4.245101592,-2277334.908567334,-2277343.681143154,-2277347.926241539,S,-2276968.638466633,-2276971.207488479,-2276959.520760863,9.117705769836903,-2.569021846167743
319,3cMebp2,6.426324523,17.42280055,-10.99647602,-2277336.6593174436,-2277343.085637113,-2277354.082104829,S,-2276967.74301129,-2276976.726430134,-2276961.0487452783,6.694266011938453,-8.983418843708932
320,3cMebp3,7.565254219,20.74546321,-13.18020899,-2277335.3848466654,-2277342.950095169,-2277356.130294205,S,-2276967.265476941,-2276978.748264132,-2276959.766744391,7.49873255006969,-11.482787190936506
321,3cMebp4,9.726396847,21.67354972,-11.94715288,-2277331.097077668,-2277340.8234671685,-2277352.770611019,S,-2276965.453858458,-2276975.627661875,-2276955.633970117,9.819888340774924,-10.173803417012095
322,3cMebp5,13.10992793,21.92455351,-8.814625581,-2277328.928406564,-2277342.038324592,-2277350.852943515,S,-2276966.388846868,-2276973.733212204,-2276953.624686299,12.764160569291562,-7.344365336000919
323,3cbp1,8.864826339,13.12185061,-4.257024271000001,-2228005.277108355,-2228014.141927998,-2228018.398949054,S,-2227673.299746995,-2227676.634329821,-2227664.735504163,8.56424283189699,-3.3345828261226416
324,3cbp2,6.521705963,17.20254472,-10.68083876,-2228006.892316521,-2228013.414017558,-2228024.0948482472,S,-2227672.8203301188,-2227681.882815097,-2227666.33753464,6.482795478776097,-9.062484978232533
325,3cbp3,7.911011939,20.47877168,-12.56775975,-2228005.582705238,-2228013.493711201,-2228026.061461453,S,-2227672.706123481,-2227683.749026863,-2227664.9268944077,7.779229073319584,-11.042903381865472
326,3cbp4,9.625367822000001,21.46082401,-11.83545619,-2228001.726662433,-2228011.352022984,-2228023.187470233,S,-2227670.733235185,-2227681.153649639,-2227661.017513338,9.715721847023815,-10.42041445383802
327,3cbp5,13.14506846,23.8045719,-10.65950343,-2227999.057239147,-2228012.202297679,-2228022.861793062,S,-2227671.542094286,-2227680.795969509,-2227658.6135263587,12.928567927330732,-9.253875222988427
328,3dbp1,8.325168191,11.95280046,-3.627632269,-1700506.005282758,-1700514.330444661,-1700517.9580741902,R,-1700126.358572704,-1700129.304727459,-1700118.2561764962,8.102396207861602,-2.946154755074531
329,3dbp2,6.566259136,17.154854,-10.58859486,-1700508.4337425882,-1700514.9999967641,-1700525.58858363,R,-1700127.7748605171,-1700136.8172652072,-1700120.725424411,7.049436106113717,-9.042404690058902
330,3dbp3,12.63239322,23.60314135,-10.97074813,-1700500.6890265099,-1700513.321410189,-1700524.292150036,R,-1700125.540300968,-1700134.8136289702,-1700112.917329924,12.622971044154838,-9.273328002076596
331,3dbp4,8.568014358,23.46257923,-14.89456487,-1700501.702453545,-1700510.2704614312,-1700525.1650150549,R,-1700122.5420629662,-1700136.067391952,-1700114.0870067002,8.455056265927851,-13.52532898588106
332,3dbp5,10.14243563,23.63075177,-13.48831614,-1700504.0587498401,-1700514.2011778073,-1700527.6894837618,R,-1700126.387438118,-1700138.4676138773,-1700116.391219748,9.996218370040879,-12.080175759270787
333,3dbp1,8.835333394,12.47928091,-3.6439475160000003,-1700505.4348770771,-1700514.270203797,-1700517.9141485598,S,-1700126.456464108,-1700128.8962191,-1700117.439787287,9.01667682104744,-2.439754992024973
334,3dbp2,6.753884469,17.22262502,-10.46874055,-1700507.518834466,-1700514.2727138333,-1700524.7414464802,S,-1700126.7689635903,-1700135.530871757,-1700119.7734932583,6.995470331981778,-8.761908166809008
335,3dbp3,8.343993476,22.79051659,-14.44652311,-1700505.8408754002,-1700514.1848625732,-1700528.631374771,S,-1700126.17910513,-1700139.418290012,-1700117.941794487,8.237310643075034,-13.239184882026166
336,3dbp4,9.159128282000001,21.6126813,-12.45355302,-1700503.0126923372,-1700512.171813701,-1700524.6253573152,S,-1700124.5256189152,-1700135.7072017859,-1700115.3608499703,9.164768944960088,-11.18158287066035
337,3dbp5,13.53035928,24.98617224,-11.45581296,-1700498.739983556,-1700512.270332614,-1700523.726136918,S,-1700124.5256189152,-1700134.5751755498,-1700111.1301842919,13.39543462335132,-10.049556634621695
338,3ebp2,6.335335649,14.56386738,-8.228531732999999,-2074096.28586788,-2074102.621198744,-2074110.849724261,R,-2073743.5950619392,-2073750.583629672,-2073737.1643497073,6.430712231900543,-6.988567732740194
339,3ebp3,6.498488113,15.67895172,-9.180463604,-2074094.665012133,-2074101.163495337,-2074110.343952007,R,-2073742.2647428592,-2073750.121155539,-2073735.684055976,6.580686883069575,-7.856412679888308
340,3ebp4,12.18560648,20.56976056,-8.384154082,-2074088.524836568,-2074100.7104338391,-2074109.094581588,R,-2073741.925887999,-2073748.9433211463,-2073729.590943586,12.334944412810728,-7.0174331474117935
341,3ebp5,10.10415755,20.24533816,-10.14118061,-2074088.924559801,-2074099.028709719,-2074109.169882668,R,-2073740.392256003,-2073749.181774566,-2073730.1481715783,10.244084424804896,-8.789518562844023
342,3eMebp1,8.353406117999999,10.72225438,-2.368848264,-2123424.182264474,-2123432.535664282,-2123434.904510757,R,-2123038.786316962,-2123039.865004933,-2123030.491903,8.294413961935788,-1.0786879709921777
343,3eMebp2,6.303960176,14.80294849,-8.498988316,-2123427.055000676,-2123433.35895609,-2123441.857937986,R,-2123039.506069785,-2123046.7638388793,-2123033.2033693893,6.302700395695865,-7.257769094314426
344,3eMebp3,6.40624422,15.72726995,-9.321025727,-2123425.563411783,-2123431.969651164,-2123441.29066985,R,-2123038.310037631,-2123046.0898942132,-2123031.885600489,6.424437141977251,-7.779856582172215
345,3eMebp4,12.35754407,20.31122665,-7.953682582999999,-2123419.3686429346,-2123431.726177672,-2123439.679854247,R,-2123037.961142627,-2123044.357341864,-2123025.6192956152,12.341847011819482,-6.396199237089604
346,3eMebp5,10.39281191,20.49696946,-10.10415755,-2123419.515480041,-2123429.908284099,-2123440.0124340174,R,-2123036.289458651,-2123044.807265817,-2123025.74793496,10.541523691266775,-8.517807166092098
347,3eMebp1,8.369721364,10.73794212,-2.368220755,-2123424.166576749,-2123432.536291791,-2123434.904510757,S,-2123038.781924399,-2123039.861867388,-2123030.557791445,8.224132954142988,-1.0799429886974394
348,3eMebp2,6.414401842999999,15.73480006,-9.320398217000001,-2123425.5558816753,-2123431.9702786733,-2123441.29066985,S,-2123038.318822757,-2123046.088011686,-2123031.9270160827,6.391806674189866,-7.769188929349184
349,3eMebp3,6.206696207,15.94501573,-9.738319527,-2123423.673354675,-2123429.880046194,-2123439.6183583653,S,-2123035.677637376,-2123043.4625140303,-2123029.529931703,6.147705672774464,-7.784876654390246
350,3eMebp4,10.3921844,20.49696946,-10.10478506,-2123419.515480041,-2123429.90765659,-2123440.0124340174,S,-2123036.2687508543,-2123044.807893326,-2123025.7485624687,10.520188385620713,-8.53914247173816
351,3eMebp5,12.35754407,20.31310918,-7.955565111,-2123419.3686429346,-2123431.726177672,-2123439.681736774,S,-2123037.957377573,-2123044.3705195533,-2123025.618040597,12.339336975943297,-6.413141980301589
352,3ebp2,6.498488113,15.67895172,-9.180463604,-2074094.665012133,-2074101.163495337,-2074110.343952007,S,-2073742.2641153499,-2073750.121155539,-2073735.683428467,6.580686882836744,-7.8570401892066
353,3ebp3,6.266309607,16.068635099999998,-9.802325493,-2074092.667650986,-2074098.9339558599,-2074108.7362739488,S,-2073739.808045124,-2073748.1087341763,-2073733.424396067,6.383649057010189,-8.300689052324742
354,3ebp4,10.10415755,20.24471065,-10.1405531,-2074088.924559801,-2074099.028709719,-2074109.169255159,S,-2073740.392256003,-2073749.195579764,-2073730.1481715783,10.244084424804896,-8.803323760861531
355,3ebp5,12.18560648,20.56976056,-8.384154082,-2074088.524836568,-2074100.7104338391,-2074109.094581588,S,-2073741.925887999,-2073748.9433211463,-2073729.5915710952,12.334316903725266,-7.0174331474117935
356,3fbp1,8.149465539,18.10364832,-9.954182786,-1799135.355474195,-1799143.5049335782,-1799153.459108845,R,-1798684.6327022382,-1798693.281031276,-1798676.5434837192,8.089218518929556,-8.64832903794013
357,3fbp2,7.173688307000001,22.33870976,-15.16502146,-1799136.660692915,-1799143.8343758031,-1799158.999385806,R,-1798684.59379668,-1798698.4837083952,-1798677.4728245481,7.12097213184461,-13.889911715174094
358,3fbp3,13.24735251,30.59610693,-17.34875443,-1799128.6141450081,-1799141.8614875071,-1799159.21022883,R,-1798682.553137412,-1798698.839505998,-1798669.8084296219,12.744707790203393,-16.28636858589016
359,3fbp4,9.20995655,28.05343854,-18.84348199,-1799130.2757888401,-1799139.485738433,-1799158.329206194,R,-1798680.2363741843,-1798697.578212908,-1798670.973086326,9.263287858339027,-17.34183872374706
360,3fbp5,10.44866025,28.59246918,-18.14380893,-1799131.798753183,-1799142.247405542,-1799160.391200768,R,-1798683.2892054692,-1798699.6722104407,-1798672.352351108,10.936854361090809,-16.383004971547052
361,3fbp1,9.740829565,19.57202049,-9.831190929,-1799134.2366256479,-1799143.977447855,-1799153.808631358,S,-1798684.871783167,-1798693.6845195629,-1798675.2294798729,9.642303294036537,-8.8127363959793
362,3fbp2,6.9647276520000005,23.40359334,-16.43886569,-1799135.539961841,-1799142.5046842322,-1799158.9435375049,S,-1798683.508833619,-1798698.139205954,-1798676.4801053097,7.028728309320286,-14.630372334970161
363,3fbp3,9.441507546,30.54527867,-21.10377112,-1799132.419987093,-1799141.8614875071,-1799162.965242686,S,-1798682.5474898312,-1798702.435132568,-1798673.440451714,9.107038117246702,-19.887642736779526
364,3fbp4,8.897456832,26.15898744,-17.26153061,-1799132.086779814,-1799140.9842299249,-1799158.245747497,S,-1798681.7593385272,-1798697.816038819,-1798672.8361605469,8.923177980352193,-16.056700291810557
365,3fbp5,7.715228982999999,27.90409129,-20.18886231,-1799123.7565978393,-1799131.4718209938,-1799151.6606680509,S,-1798672.959152311,-1798690.7415023532,-1798664.5436291122,8.415523198898882,-17.782350042136386
366,3hbp1,8.037768853,11.544919300000002,-3.50715045,-1746693.6747058858,-1746701.7124686672,-1746705.219616468,R,-1746338.1274789772,-1746340.439849642,-1746330.070263417,8.057215560227633,-2.3123706649057567
367,3hbp2,6.746354355,16.74822786,-10.00187351,-1746696.104420734,-1746702.850769993,-1746712.8526359443,R,-1746339.2312673081,-1746347.662478232,-1746332.4930756658,6.738191642332822,-8.431210923939943
368,3hbp3,12.64996349,22.83506976,-10.18510627,-1746688.424338083,-1746701.0742920141,-1746711.259390593,R,-1746337.333680092,-1746346.1796744652,-1746324.92280709,12.41087300190702,-8.845994373317808
369,3hbp4,8.921302192,21.81285683,-12.89155463,-1746690.0012681999,-1746698.9225636532,-1746711.8141085492,R,-1746335.186971803,-1746346.713684624,-1746326.4093759109,8.7775958920829,-11.526712821098045
370,3hbp5,10.17130106,23.63012426,-13.4588232,-1746691.55749052,-1746701.728783901,-1746715.1875969332,R,-1746337.898438192,-1746350.059562612,-1746327.823781197,10.074656995013356,-12.16112442011945
371,3hMebp1,8.131267764,11.81663091,-3.6853631410000003,-1796023.2628667438,-1796031.3941283661,-1796035.0794887228,R,-1795632.8706925742,-1795635.761626537,-1795624.9163884902,7.954304083948955,-2.890933962771669
372,3hMebp2,6.607047252,15.89544249,-9.288395234,-1796025.9197398499,-1796032.526782111,-1796041.815170329,R,-1795633.9838935402,-1795641.9162348092,-1795627.33857323,6.645320310257375,-7.932341268984601
373,3hMebp3,12.46673072,23.13439178,-10.66766106,-1796018.2515798702,-1796030.7183011728,-1796041.385954173,R,-1795631.866050665,-1795641.1494188108,-1795619.925181904,11.940868760924786,-9.283368145814165
374,3hMebp4,9.208701531,21.52231994,-12.31361841,-1796019.490910145,-1796028.69960472,-1796041.0132138273,R,-1795629.9709734851,-1795640.9856389621,-1795621.010772474,8.960201011039317,-11.014665476977825
375,3hMebp5,10.20330405,23.55858818,-13.35528414,-1796021.1952245892,-1796031.3985209288,-1796044.753794976,R,-1795632.796646512,-1795644.7161799672,-1795622.602135298,10.194511214038357,-11.919533455045894
376,3hMebp1,8.293792717999999,12.98254351,-4.68875079,-1796023.376445873,-1796031.670232326,-1796036.3589795742,S,-1795633.1185586292,-1795636.5886833991,-1795624.937096287,8.181462342152372,-3.4701247699558735
377,3hMebp2,6.516685888,18.68597712,-12.16929123,-1796024.1639696679,-1796030.6806506333,-1796042.84993267,S,-1795632.256988772,-1795642.636615141,-1795625.70704983,6.549938942072913,-10.37962636910379
378,3hMebp3,7.430967191000001,21.63652666,-14.20555947,-1796023.026295851,-1796030.457257429,-1796044.6628061712,S,-1795631.658345186,-1795644.283198757,-1795624.31397985,7.344365336000919,-12.624853571178392
379,3hMebp4,9.689373788,22.76667123,-13.07729744,-1796018.421634809,-1796028.111001278,-1796041.1882888381,S,-1795629.556190036,-1795641.1418887032,-1795619.882511292,9.67367874411866,-11.585698667215183
380,3hMebp5,12.46673072,23.13439178,-10.66766106,-1796018.2515798702,-1796030.7183011728,-1796041.385954173,S,-1795631.866050665,-1795641.1494188108,-1795619.925181904,11.940868760924786,-9.283368145814165
381,3hbp1,8.399841819,13.06537476,-4.665532938999999,-1746693.7180040071,-1746702.117839481,-1746706.783368896,S,-1746338.3853851762,-1746341.920143373,-1746330.219610559,8.16577461711131,-3.5347581969108433
382,3hbp2,6.624617517000001,18.37724246,-11.75262494,-1746694.4383843392,-1746701.0629968522,-1746712.815612913,S,-1746337.609156543,-1746347.8940290532,-1746330.7793485872,6.829807955771685,-10.28487251023762
383,3hbp3,7.641182865,21.44890133,-13.80771847,-1746693.1940339918,-1746700.835211085,-1746714.642919121,S,-1746337.022435628,-1746349.4056982342,-1746329.494210155,7.528225473128259,-12.383262606104836
384,3hbp4,9.386286712,22.71584296,-13.32955625,-1746689.0455719929,-1746698.4318516152,-1746711.761397793,S,-1746334.9190254598,-1746347.082032407,-1746325.4750150098,9.444010450039059,-12.163006947143003
385,3hbp5,13.16012869,22.29415659,-9.134027903,-1746687.166810047,-1746700.326928795,-1746709.460949799,S,-1746336.596984526,-1746344.333542987,-1746323.449415958,13.147568567888811,-7.736558461096138
386,3ibp1,8.819645657,18.76818086,-9.948535201,-1766883.139231742,-1766891.9588707369,-1766901.907398423,R,-1766541.046425302,-1766549.9890560608,-1766532.476534889,8.569890412967652,-8.94263075874187
387,3ibp2,6.276977269,13.52596671,-7.248989443999999,-1766885.8011249201,-1766892.0780974468,-1766899.327081415,R,-1766541.190752372,-1766547.219858844,-1766534.936370169,6.2543822028674185,-6.029106472153217
388,3ibp3,12.73655979,21.03286255,-8.296302756000001,-1766877.225586926,-1766889.9621370991,-1766898.258433588,R,-1766538.969998021,-1766545.705052118,-1766526.4857064658,12.484291555127129,-6.735054097138345
389,3ibp4,12.75224753,20.26541846,-7.513170932,-1766877.718181491,-1766890.470419389,-1766897.9835846461,R,-1766539.7663069419,-1766545.8154937022,-1766527.037914386,12.728392555844039,-6.049186760326847
390,3ibp5,10.75300235,21.58820843,-10.83520609,-1766880.753442524,-1766891.506436748,-1766902.3416346512,R,-1766540.693765244,-1766550.292142908,-1766530.1145910132,10.57917423080653,-9.59837766410783
391,3iMebp1,8.924439739,9.406367015,-0.481927276,-1816213.826160859,-1816222.750593857,-1816223.2325207691,R,-1815836.811223551,-1815836.4955865243,-1815828.137794153,8.67342939786613,0.3156370266806334
392,3iMebp2,6.160260506,22.61544144,-16.45518094,-1816216.656226449,-1816222.816482302,-1816239.271650809,R,-1815837.164511118,-1815852.3019107252,-1815830.9703697788,6.194141339277849,-15.13739960710518
393,3iMebp3,12.60164526,21.34034219,-8.738696935,-1816208.123359067,-1816220.724994805,-1816229.463685139,R,-1815834.9261865153,-1815842.0396285392,-1815822.499625788,12.426560727180913,-7.113442023983225
394,3iMebp4,12.91979256,29.673040500000003,-16.75324794,-1816208.429583459,-1816221.3493662598,-1816238.102601542,R,-1815835.516672484,-1815851.371942387,-1815822.9169192729,12.599753211252391,-15.855269902851433
395,3iMebp5,10.81449827,21.56687311,-10.75237484,-1816211.5426556082,-1816222.357145714,-1816233.109512429,R,-1815836.6455611752,-1815845.7375390762,-1815825.863701537,10.781859638169408,-9.091977901058272
396,3iMebp1,8.687868667,22.30921682,-13.62134815,-1816214.0514365903,-1816222.739298695,-1816236.3606365582,S,-1815837.1381557402,-1815849.4831402968,-1815828.3160067091,8.82214903109707,-12.344984556548297
397,3iMebp2,6.137042656,16.59260551,-10.45556286,-1816214.558463862,-1816220.6955018821,-1816231.1510568403,S,-1815835.112556688,-1815843.6805645742,-1815828.8889224262,6.223634261870757,-8.568007886176929
398,3iMebp3,7.697031207999999,19.433340899999997,-11.73630969,-1816213.3084659341,-1816221.0054913282,-1816232.741792155,S,-1815835.0178028292,-1815845.307067902,-1815827.446279235,7.571523594204336,-10.289265072904527
399,3iMebp4,10.65950343,20.90673315,-10.24722971,-1816208.5814406371,-1816219.24093602,-1816229.4881579902,S,-1815833.6774436051,-1815842.4644521321,-1815822.725529028,10.95191457704641,-8.787008526967838
400,3iMebp5,15.68020674,29.57263898,-13.89243224,-1816208.3304370372,-1816224.010631929,-1816237.90305368,S,-1815838.490437635,-1815850.5160201108,-1815822.832205558,15.658232077024877,-12.025582475820556
401,3ibp1,8.776975013,18.06725278,-9.290277762999999,-1766883.3117967169,-1766892.0887651,-1766901.3790358452,S,-1766541.439873445,-1766549.5472897252,-1766532.62023445,8.819638994988054,-8.107416280079633
