reactant,product,ea kcal/mol
reactant_007330.xyz,product_007330.xyz,78.17793143
reactant_007331.xyz,product_007331.xyz,137.87681241
reactant_007332.xyz,product_007332.xyz,93.48131752
reactant_007333.xyz,product_007333.xyz,75.16701542
reactant_007334.xyz,product_007334.xyz,116.70057715
reactant_007335.xyz,product_007335.xyz,52.48863069
reactant_007336.xyz,product_007336.xyz,58.71948493
reactant_007337.xyz,product_007337.xyz,57.19950484
reactant_007338.xyz,product_007338.xyz,82.68820821
reactant_007339.xyz,product_007339.xyz,73.22708069
reactant_007340.xyz,product_007340.xyz,66.54084581
reactant_007341.xyz,product_007341.xyz,60.90096815
reactant_007342.xyz,product_007342.xyz,65.40133453
reactant_007343.xyz,product_007343.xyz,88.46699044
reactant_007344.xyz,product_007344.xyz,88.82568154
reactant_007345.xyz,product_007345.xyz,38.46175799
reactant_007346.xyz,product_007346.xyz,54.27372225
reactant_007347.xyz,product_007347.xyz,87.80478757
reactant_007348.xyz,product_007348.xyz,105.77107156
reactant_007349.xyz,product_007349.xyz,57.26024767
reactant_007350.xyz,product_007350.xyz,39.28622939
reactant_007351.xyz,product_007351.xyz,78.07160985
reactant_007352.xyz,product_007352.xyz,114.53159594
reactant_007353.xyz,product_007353.xyz,59.79834566
reactant_007354.xyz,product_007354.xyz,82.47490201
reactant_007355.xyz,product_007355.xyz,55.91126793
reactant_007356.xyz,product_007356.xyz,63.21376149
reactant_007357.xyz,product_007357.xyz,119.34520921
reactant_007358.xyz,product_007358.xyz,109.40508751
reactant_007359.xyz,product_007359.xyz,106.74873717
reactant_007360.xyz,product_007360.xyz,82.68283646
reactant_007361.xyz,product_007361.xyz,77.56008871
reactant_007362.xyz,product_007362.xyz,59.84104522
reactant_007363.xyz,product_007363.xyz,52.04889318
reactant_007364.xyz,product_007364.xyz,103.30357183
reactant_007365.xyz,product_007365.xyz,81.20806377
reactant_007366.xyz,product_007366.xyz,65.80691169
reactant_007367.xyz,product_007367.xyz,112.85563808
reactant_007368.xyz,product_007368.xyz,58.60427082
reactant_007369.xyz,product_007369.xyz,50.39477194
reactant_007370.xyz,product_007370.xyz,90.87148981
reactant_007371.xyz,product_007371.xyz,62.43360572
reactant_007372.xyz,product_007372.xyz,72.30644385
reactant_007373.xyz,product_007373.xyz,62.13136817
reactant_007374.xyz,product_007374.xyz,100.21365816
reactant_007375.xyz,product_007375.xyz,85.28398984
reactant_007376.xyz,product_007376.xyz,99.61598940
reactant_007377.xyz,product_007377.xyz,84.90481037
reactant_007378.xyz,product_007378.xyz,61.21144225
reactant_007379.xyz,product_007379.xyz,134.68487359
reactant_007380.xyz,product_007380.xyz,78.21426170
reactant_007381.xyz,product_007381.xyz,96.79846938
reactant_007382.xyz,product_007382.xyz,65.08402830
reactant_007383.xyz,product_007383.xyz,81.86291101
reactant_007384.xyz,product_007384.xyz,74.20475617
reactant_007385.xyz,product_007385.xyz,69.61558936
reactant_007386.xyz,product_007386.xyz,86.15326828
reactant_007387.xyz,product_007387.xyz,94.47776382
reactant_007388.xyz,product_007388.xyz,67.76779095
reactant_007389.xyz,product_007389.xyz,67.22633021
reactant_007390.xyz,product_007390.xyz,81.55840925
reactant_007391.xyz,product_007391.xyz,113.97851339
reactant_007392.xyz,product_007392.xyz,71.67661775
reactant_007393.xyz,product_007393.xyz,65.07260630
reactant_007394.xyz,product_007394.xyz,33.76116387
reactant_007395.xyz,product_007395.xyz,105.51229665
reactant_007396.xyz,product_007396.xyz,82.52459389
reactant_007397.xyz,product_007397.xyz,74.17634359
reactant_007398.xyz,product_007398.xyz,122.12535778
reactant_007399.xyz,product_007399.xyz,83.01931692
reactant_007400.xyz,product_007400.xyz,119.04632535
reactant_007401.xyz,product_007401.xyz,79.71046933
reactant_007402.xyz,product_007402.xyz,110.63848356
reactant_007403.xyz,product_007403.xyz,75.23904528
reactant_007404.xyz,product_007404.xyz,115.00004109
reactant_007405.xyz,product_007405.xyz,82.00408837
reactant_007406.xyz,product_007406.xyz,126.84392973
reactant_007407.xyz,product_007407.xyz,91.32931231
reactant_007408.xyz,product_007408.xyz,83.42162871
reactant_007409.xyz,product_007409.xyz,96.01058352
reactant_007410.xyz,product_007410.xyz,78.96196153
reactant_007411.xyz,product_007411.xyz,81.72297762
reactant_007412.xyz,product_007412.xyz,92.79690937
reactant_007413.xyz,product_007413.xyz,93.51469614
reactant_007414.xyz,product_007414.xyz,97.44567891
reactant_007415.xyz,product_007415.xyz,83.12843665
reactant_007416.xyz,product_007416.xyz,120.29619331
reactant_007417.xyz,product_007417.xyz,125.17309851
reactant_007418.xyz,product_007418.xyz,111.53942796
reactant_007419.xyz,product_007419.xyz,130.32260241
reactant_007420.xyz,product_007420.xyz,84.67985070
reactant_007421.xyz,product_007421.xyz,67.16645973
reactant_007422.xyz,product_007422.xyz,108.88918874
reactant_007423.xyz,product_007423.xyz,87.67096670
reactant_007424.xyz,product_007424.xyz,132.92113144
reactant_007425.xyz,product_007425.xyz,97.73734634
reactant_007426.xyz,product_007426.xyz,97.10636570
reactant_007427.xyz,product_007427.xyz,155.22015706
reactant_007428.xyz,product_007428.xyz,62.28521930
reactant_007429.xyz,product_007429.xyz,65.04798796
reactant_007430.xyz,product_007430.xyz,104.83314164
reactant_007431.xyz,product_007431.xyz,82.32218625
reactant_007432.xyz,product_007432.xyz,78.02603457
reactant_007433.xyz,product_007433.xyz,78.73472278
reactant_007434.xyz,product_007434.xyz,117.24576933
reactant_007435.xyz,product_007435.xyz,61.08644501
reactant_007436.xyz,product_007436.xyz,66.51160079
reactant_007437.xyz,product_007437.xyz,75.87849549
reactant_007438.xyz,product_007438.xyz,88.96424380
reactant_007439.xyz,product_007439.xyz,66.11275584
reactant_007440.xyz,product_007440.xyz,81.05959232
reactant_007441.xyz,product_007441.xyz,66.80779278
reactant_007442.xyz,product_007442.xyz,88.27086866
reactant_007443.xyz,product_007443.xyz,91.92558679
reactant_007444.xyz,product_007444.xyz,84.16683185
reactant_007445.xyz,product_007445.xyz,77.18777353
reactant_007446.xyz,product_007446.xyz,65.39184315
reactant_007447.xyz,product_007447.xyz,97.20763219
reactant_007448.xyz,product_007448.xyz,75.83723030
reactant_007449.xyz,product_007449.xyz,55.11724551
reactant_007450.xyz,product_007450.xyz,75.82045595
reactant_007451.xyz,product_007451.xyz,55.11638199
reactant_007452.xyz,product_007452.xyz,99.09246098
reactant_007453.xyz,product_007453.xyz,75.69614222
reactant_007454.xyz,product_007454.xyz,108.13237029
reactant_007455.xyz,product_007455.xyz,156.84016964
reactant_007456.xyz,product_007456.xyz,63.55909454
reactant_007457.xyz,product_007457.xyz,112.84474972
reactant_007458.xyz,product_007458.xyz,97.46485219
reactant_007459.xyz,product_007459.xyz,108.36469069
reactant_007460.xyz,product_007460.xyz,71.63221928
reactant_007461.xyz,product_007461.xyz,73.90077153
reactant_007462.xyz,product_007462.xyz,50.70910664
reactant_007463.xyz,product_007463.xyz,85.17839214
reactant_007464.xyz,product_007464.xyz,141.94572135
reactant_007465.xyz,product_007465.xyz,76.31623004
reactant_007466.xyz,product_007466.xyz,105.08019444
reactant_007467.xyz,product_007467.xyz,57.48432761
reactant_007468.xyz,product_007468.xyz,52.93745268
reactant_007469.xyz,product_007469.xyz,72.10734810
reactant_007470.xyz,product_007470.xyz,49.46603444
reactant_007471.xyz,product_007471.xyz,72.18478543
reactant_007472.xyz,product_007472.xyz,76.47395791
reactant_007473.xyz,product_007473.xyz,114.00153573
reactant_007474.xyz,product_007474.xyz,63.50666825
reactant_007475.xyz,product_007475.xyz,130.70810603
reactant_007476.xyz,product_007476.xyz,45.52166566
reactant_007477.xyz,product_007477.xyz,121.31008794
reactant_007478.xyz,product_007478.xyz,126.55285780
reactant_007479.xyz,product_007479.xyz,51.94271612
reactant_007480.xyz,product_007480.xyz,70.64874462
reactant_007481.xyz,product_007481.xyz,60.56883344
reactant_007482.xyz,product_007482.xyz,98.75918900
reactant_007483.xyz,product_007483.xyz,91.90032954
reactant_007484.xyz,product_007484.xyz,76.54608323
reactant_007485.xyz,product_007485.xyz,87.38525140
reactant_007486.xyz,product_007486.xyz,65.46027466
reactant_007487.xyz,product_007487.xyz,83.04757350
reactant_007488.xyz,product_007488.xyz,108.51060062
reactant_007489.xyz,product_007489.xyz,81.38877217
reactant_007490.xyz,product_007490.xyz,55.72884490
reactant_007491.xyz,product_007491.xyz,73.98769737
reactant_007492.xyz,product_007492.xyz,76.19146143
reactant_007493.xyz,product_007493.xyz,60.59238800
reactant_007494.xyz,product_007494.xyz,42.22699092
reactant_007495.xyz,product_007495.xyz,80.95475184
reactant_007496.xyz,product_007496.xyz,76.11050669
reactant_007497.xyz,product_007497.xyz,71.45732694
reactant_007498.xyz,product_007498.xyz,87.70970660
reactant_007499.xyz,product_007499.xyz,75.26194068
reactant_007500.xyz,product_007500.xyz,103.85023484
reactant_007501.xyz,product_007501.xyz,74.97758134
reactant_007502.xyz,product_007502.xyz,93.20779549
reactant_007503.xyz,product_007503.xyz,83.19809210
reactant_007504.xyz,product_007504.xyz,87.71957934
reactant_007505.xyz,product_007505.xyz,41.11739536
reactant_007506.xyz,product_007506.xyz,89.56418218
reactant_007507.xyz,product_007507.xyz,67.25941827
reactant_007508.xyz,product_007508.xyz,77.73716202
reactant_007509.xyz,product_007509.xyz,80.50472998
reactant_007510.xyz,product_007510.xyz,50.01129043
reactant_007511.xyz,product_007511.xyz,87.22405884
reactant_007512.xyz,product_007512.xyz,67.53706627
reactant_007513.xyz,product_007513.xyz,95.96422630
reactant_007514.xyz,product_007514.xyz,41.47744085
reactant_007515.xyz,product_007515.xyz,114.87789372
reactant_007516.xyz,product_007516.xyz,81.75569978
reactant_007517.xyz,product_007517.xyz,88.98933502
reactant_007518.xyz,product_007518.xyz,56.01477702
reactant_007519.xyz,product_007519.xyz,100.05980640
reactant_007520.xyz,product_007520.xyz,103.12311257
reactant_007521.xyz,product_007521.xyz,106.84964800
reactant_007522.xyz,product_007522.xyz,127.10595347
reactant_007523.xyz,product_007523.xyz,107.97916059
reactant_007524.xyz,product_007524.xyz,67.53907214
reactant_007525.xyz,product_007525.xyz,60.40208197
reactant_007526.xyz,product_007526.xyz,140.02299555
reactant_007527.xyz,product_007527.xyz,94.24428460
reactant_007528.xyz,product_007528.xyz,100.06237394
reactant_007529.xyz,product_007529.xyz,95.67244424
reactant_007530.xyz,product_007530.xyz,105.18836095
reactant_007531.xyz,product_007531.xyz,107.05463837
reactant_007532.xyz,product_007532.xyz,58.53770191
reactant_007533.xyz,product_007533.xyz,61.27297082
reactant_007534.xyz,product_007534.xyz,80.82844702
reactant_007535.xyz,product_007535.xyz,85.65160539
reactant_007536.xyz,product_007536.xyz,96.21221883
reactant_007537.xyz,product_007537.xyz,108.46148553
reactant_007538.xyz,product_007538.xyz,106.39397535
reactant_007539.xyz,product_007539.xyz,87.87026221
reactant_007540.xyz,product_007540.xyz,66.47906327
reactant_007541.xyz,product_007541.xyz,127.72212961
reactant_007542.xyz,product_007542.xyz,88.18293334
reactant_007543.xyz,product_007543.xyz,62.66682289
reactant_007544.xyz,product_007544.xyz,85.57219929
reactant_007545.xyz,product_007545.xyz,83.33210598
reactant_007546.xyz,product_007546.xyz,112.58045980
reactant_007547.xyz,product_007547.xyz,99.70017557
reactant_007548.xyz,product_007548.xyz,99.71774124
reactant_007549.xyz,product_007549.xyz,112.46633721
reactant_007550.xyz,product_007550.xyz,84.16234960
reactant_007551.xyz,product_007551.xyz,101.81477358
reactant_007552.xyz,product_007552.xyz,68.10982515
reactant_007553.xyz,product_007553.xyz,82.98546319
reactant_007554.xyz,product_007554.xyz,95.61925252
reactant_007555.xyz,product_007555.xyz,86.00840233
reactant_007556.xyz,product_007556.xyz,68.98386461
reactant_007557.xyz,product_007557.xyz,84.45236409
reactant_007558.xyz,product_007558.xyz,52.92161376
reactant_007559.xyz,product_007559.xyz,71.36091962
reactant_007560.xyz,product_007560.xyz,63.55835119
reactant_007561.xyz,product_007561.xyz,70.88296543
reactant_007562.xyz,product_007562.xyz,117.30576674
reactant_007563.xyz,product_007563.xyz,77.10885653
reactant_007564.xyz,product_007564.xyz,126.38198854
reactant_007565.xyz,product_007565.xyz,94.41701333
reactant_007566.xyz,product_007566.xyz,70.32184888
reactant_007567.xyz,product_007567.xyz,66.29529477
reactant_007568.xyz,product_007568.xyz,93.48192474
reactant_007569.xyz,product_007569.xyz,73.10526353
reactant_007570.xyz,product_007570.xyz,109.26959797
reactant_007571.xyz,product_007571.xyz,127.37460838
reactant_007572.xyz,product_007572.xyz,127.13126229
reactant_007573.xyz,product_007573.xyz,70.58688868
reactant_007574.xyz,product_007574.xyz,72.50610095
reactant_007575.xyz,product_007575.xyz,82.63195462
reactant_007576.xyz,product_007576.xyz,69.63460552
reactant_007577.xyz,product_007577.xyz,101.58621867
reactant_007578.xyz,product_007578.xyz,83.28319224
reactant_007579.xyz,product_007579.xyz,90.90377809
reactant_007580.xyz,product_007580.xyz,98.60852209
reactant_007581.xyz,product_007581.xyz,87.41288435
reactant_007582.xyz,product_007582.xyz,71.50962898
reactant_007583.xyz,product_007583.xyz,128.59038993
reactant_007584.xyz,product_007584.xyz,81.05893566
reactant_007585.xyz,product_007585.xyz,126.34992436
reactant_007586.xyz,product_007586.xyz,85.81077206
reactant_007587.xyz,product_007587.xyz,110.67039865
reactant_007588.xyz,product_007588.xyz,89.51441631
reactant_007589.xyz,product_007589.xyz,129.08378779
reactant_007590.xyz,product_007590.xyz,61.05094564
reactant_007591.xyz,product_007591.xyz,105.43200381
reactant_007592.xyz,product_007592.xyz,114.52401355
reactant_007593.xyz,product_007593.xyz,67.46108853
reactant_007594.xyz,product_007594.xyz,103.05478663
reactant_007595.xyz,product_007595.xyz,40.93962527
reactant_007596.xyz,product_007596.xyz,85.28122992
reactant_007597.xyz,product_007597.xyz,98.31981365
reactant_007598.xyz,product_007598.xyz,72.74051942
reactant_007599.xyz,product_007599.xyz,69.79934470
reactant_007600.xyz,product_007600.xyz,78.62065387
reactant_007601.xyz,product_007601.xyz,51.46016850
reactant_007602.xyz,product_007602.xyz,67.83702738
reactant_007603.xyz,product_007603.xyz,77.47439348
reactant_007604.xyz,product_007604.xyz,77.04245691
reactant_007605.xyz,product_007605.xyz,67.12848297
reactant_007606.xyz,product_007606.xyz,70.58032236
reactant_007607.xyz,product_007607.xyz,109.43656947
reactant_007608.xyz,product_007608.xyz,69.31129103
reactant_007609.xyz,product_007609.xyz,118.72203154
reactant_007610.xyz,product_007610.xyz,69.58255396
reactant_007611.xyz,product_007611.xyz,91.73284902
reactant_007612.xyz,product_007612.xyz,82.68614976
reactant_007613.xyz,product_007613.xyz,51.63322859
reactant_007614.xyz,product_007614.xyz,85.86465672
reactant_007615.xyz,product_007615.xyz,75.83437325
reactant_007616.xyz,product_007616.xyz,85.80163564
reactant_007617.xyz,product_007617.xyz,80.59963571
reactant_007618.xyz,product_007618.xyz,77.87760138
reactant_007619.xyz,product_007619.xyz,78.91572598
reactant_007620.xyz,product_007620.xyz,112.00322730
reactant_007621.xyz,product_007621.xyz,108.33408906
reactant_007622.xyz,product_007622.xyz,72.29333632
reactant_007623.xyz,product_007623.xyz,93.15662358
reactant_007624.xyz,product_007624.xyz,82.99222656
reactant_007625.xyz,product_007625.xyz,48.02587844
reactant_007626.xyz,product_007626.xyz,64.21736520
reactant_007627.xyz,product_007627.xyz,103.88985823
reactant_007628.xyz,product_007628.xyz,57.60052837
reactant_007629.xyz,product_007629.xyz,55.74025383
reactant_007630.xyz,product_007630.xyz,57.41942672
reactant_007631.xyz,product_007631.xyz,52.12804470
reactant_007632.xyz,product_007632.xyz,57.87363160
reactant_007633.xyz,product_007633.xyz,57.58486636
reactant_007634.xyz,product_007634.xyz,94.54075218
reactant_007635.xyz,product_007635.xyz,68.67017509
reactant_007636.xyz,product_007636.xyz,57.83498801
reactant_007637.xyz,product_007637.xyz,57.52715468
reactant_007638.xyz,product_007638.xyz,62.19292069
reactant_007639.xyz,product_007639.xyz,57.01444595
reactant_007640.xyz,product_007640.xyz,52.67447623
reactant_007641.xyz,product_007641.xyz,61.51467115
reactant_007642.xyz,product_007642.xyz,57.16921949
reactant_007643.xyz,product_007643.xyz,52.23705028
reactant_007644.xyz,product_007644.xyz,85.53045364
reactant_007645.xyz,product_007645.xyz,62.18274517
reactant_007646.xyz,product_007646.xyz,100.17367091
reactant_007647.xyz,product_007647.xyz,95.75015118
reactant_007648.xyz,product_007648.xyz,85.47128662
reactant_007649.xyz,product_007649.xyz,70.18495483
reactant_007650.xyz,product_007650.xyz,84.13289902
reactant_007651.xyz,product_007651.xyz,111.35424771
reactant_007652.xyz,product_007652.xyz,90.15600963
reactant_007653.xyz,product_007653.xyz,111.86189983
reactant_007654.xyz,product_007654.xyz,67.44828117
reactant_007655.xyz,product_007655.xyz,72.51433820
reactant_007656.xyz,product_007656.xyz,93.90865027
reactant_007657.xyz,product_007657.xyz,59.56755058
reactant_007658.xyz,product_007658.xyz,119.05911092
reactant_007659.xyz,product_007659.xyz,138.36855432
reactant_007660.xyz,product_007660.xyz,104.05512421
reactant_007661.xyz,product_007661.xyz,102.27965631
reactant_007662.xyz,product_007662.xyz,65.85946554
reactant_007663.xyz,product_007663.xyz,45.73632895
reactant_007664.xyz,product_007664.xyz,82.71069215
reactant_007665.xyz,product_007665.xyz,85.93726104
reactant_007666.xyz,product_007666.xyz,51.94906604
reactant_007667.xyz,product_007667.xyz,82.06780104
reactant_007668.xyz,product_007668.xyz,76.01270373
reactant_007669.xyz,product_007669.xyz,61.56415766
reactant_007670.xyz,product_007670.xyz,106.29976886
reactant_007671.xyz,product_007671.xyz,66.68031940
reactant_007672.xyz,product_007672.xyz,126.00880903
reactant_007673.xyz,product_007673.xyz,90.06577374
reactant_007674.xyz,product_007674.xyz,104.81384245
reactant_007675.xyz,product_007675.xyz,46.36308756
reactant_007676.xyz,product_007676.xyz,74.01505757
reactant_007677.xyz,product_007677.xyz,121.99835524
reactant_007678.xyz,product_007678.xyz,48.38773738
reactant_007679.xyz,product_007679.xyz,68.51189004
reactant_007680.xyz,product_007680.xyz,58.09297467
reactant_007681.xyz,product_007681.xyz,55.24585066
reactant_007682.xyz,product_007682.xyz,61.31627952
reactant_007683.xyz,product_007683.xyz,72.62256563
reactant_007684.xyz,product_007684.xyz,110.52635555
reactant_007685.xyz,product_007685.xyz,84.31422225
reactant_007686.xyz,product_007686.xyz,63.75962152
reactant_007687.xyz,product_007687.xyz,104.09945318
reactant_007688.xyz,product_007688.xyz,109.14564147
reactant_007689.xyz,product_007689.xyz,92.11567951
reactant_007690.xyz,product_007690.xyz,62.63447508
reactant_007691.xyz,product_007691.xyz,71.70798274
reactant_007692.xyz,product_007692.xyz,69.91972463
reactant_007693.xyz,product_007693.xyz,76.14972671
reactant_007694.xyz,product_007694.xyz,71.98233375
reactant_007695.xyz,product_007695.xyz,114.08555602
reactant_007696.xyz,product_007696.xyz,81.50011326
reactant_007697.xyz,product_007697.xyz,68.84439692
reactant_007698.xyz,product_007698.xyz,104.71865761
reactant_007699.xyz,product_007699.xyz,112.38198677
reactant_007700.xyz,product_007700.xyz,76.40600890
reactant_007701.xyz,product_007701.xyz,65.36737468
reactant_007702.xyz,product_007702.xyz,92.58359902
reactant_007703.xyz,product_007703.xyz,112.96324011
reactant_007704.xyz,product_007704.xyz,114.53217432
reactant_007705.xyz,product_007705.xyz,116.19512613
reactant_007706.xyz,product_007706.xyz,78.00291655
reactant_007707.xyz,product_007707.xyz,91.33078006
reactant_007708.xyz,product_007708.xyz,60.94417826
reactant_007709.xyz,product_007709.xyz,64.91655254
reactant_007710.xyz,product_007710.xyz,98.64681041
reactant_007711.xyz,product_007711.xyz,112.18489644
reactant_007712.xyz,product_007712.xyz,98.03818418
reactant_007713.xyz,product_007713.xyz,80.96244332
reactant_007714.xyz,product_007714.xyz,69.42116076
reactant_007715.xyz,product_007715.xyz,54.16369485
reactant_007716.xyz,product_007716.xyz,80.60510559
reactant_007717.xyz,product_007717.xyz,62.93514065
reactant_007718.xyz,product_007718.xyz,80.10858644
reactant_007719.xyz,product_007719.xyz,95.64818885
reactant_007720.xyz,product_007720.xyz,94.21140037
reactant_007721.xyz,product_007721.xyz,113.61273656
reactant_007722.xyz,product_007722.xyz,98.92921759
reactant_007723.xyz,product_007723.xyz,115.57651905
reactant_007724.xyz,product_007724.xyz,95.34932229
reactant_007725.xyz,product_007725.xyz,114.99097965
reactant_007726.xyz,product_007726.xyz,82.82391577
reactant_007727.xyz,product_007727.xyz,68.12270423
reactant_007728.xyz,product_007728.xyz,146.40845029
reactant_007729.xyz,product_007729.xyz,116.40791113
reactant_007730.xyz,product_007730.xyz,100.91050870
reactant_007731.xyz,product_007731.xyz,83.31694392
reactant_007732.xyz,product_007732.xyz,80.65737016
reactant_007733.xyz,product_007733.xyz,114.70958472
reactant_007734.xyz,product_007734.xyz,120.21648671
reactant_007735.xyz,product_007735.xyz,64.05613090
reactant_007736.xyz,product_007736.xyz,83.57803701
reactant_007737.xyz,product_007737.xyz,59.05518727
reactant_007738.xyz,product_007738.xyz,84.84184338
reactant_007739.xyz,product_007739.xyz,86.40749628
reactant_007740.xyz,product_007740.xyz,87.46650324
reactant_007741.xyz,product_007741.xyz,87.77933679
reactant_007742.xyz,product_007742.xyz,69.69858503
reactant_007743.xyz,product_007743.xyz,110.41371231
reactant_007744.xyz,product_007744.xyz,87.86644863
reactant_007745.xyz,product_007745.xyz,94.35778754
reactant_007746.xyz,product_007746.xyz,79.17444491
reactant_007747.xyz,product_007747.xyz,78.67742902
reactant_007748.xyz,product_007748.xyz,97.79550243
reactant_007749.xyz,product_007749.xyz,118.32968956
reactant_007750.xyz,product_007750.xyz,68.43142681
reactant_007751.xyz,product_007751.xyz,104.36297031
reactant_007752.xyz,product_007752.xyz,78.37886212
reactant_007753.xyz,product_007753.xyz,94.62741296
reactant_007754.xyz,product_007754.xyz,104.36132661
reactant_007755.xyz,product_007755.xyz,101.55199212
reactant_007756.xyz,product_007756.xyz,69.41012684
reactant_007757.xyz,product_007757.xyz,73.99833603
reactant_007758.xyz,product_007758.xyz,83.19597417
reactant_007759.xyz,product_007759.xyz,71.81240322
reactant_007760.xyz,product_007760.xyz,61.09518493
reactant_007761.xyz,product_007761.xyz,185.05855087
reactant_007762.xyz,product_007762.xyz,63.68784005
reactant_007763.xyz,product_007763.xyz,97.14624999
reactant_007764.xyz,product_007764.xyz,82.43619357
reactant_007765.xyz,product_007765.xyz,143.69040517
reactant_007766.xyz,product_007766.xyz,139.07272528
reactant_007767.xyz,product_007767.xyz,100.89949019
reactant_007768.xyz,product_007768.xyz,45.68890351
reactant_007769.xyz,product_007769.xyz,84.44335964
reactant_007770.xyz,product_007770.xyz,51.82962939
reactant_007771.xyz,product_007771.xyz,108.31641891
reactant_007772.xyz,product_007772.xyz,61.49318319
reactant_007773.xyz,product_007773.xyz,51.32438850
reactant_007774.xyz,product_007774.xyz,83.82966906
reactant_007775.xyz,product_007775.xyz,83.95080181
reactant_007776.xyz,product_007776.xyz,92.54588004
reactant_007777.xyz,product_007777.xyz,57.69150355
reactant_007778.xyz,product_007778.xyz,79.56811735
reactant_007779.xyz,product_007779.xyz,123.29855117
reactant_007780.xyz,product_007780.xyz,119.87205809
reactant_007781.xyz,product_007781.xyz,89.37047049
reactant_007782.xyz,product_007782.xyz,142.70703727
reactant_007783.xyz,product_007783.xyz,128.66651184
reactant_007784.xyz,product_007784.xyz,69.41209063
reactant_007785.xyz,product_007785.xyz,118.16503640
reactant_007786.xyz,product_007786.xyz,80.02020596
reactant_007787.xyz,product_007787.xyz,92.12955837
reactant_007788.xyz,product_007788.xyz,52.66515267
reactant_007789.xyz,product_007789.xyz,69.04751857
reactant_007790.xyz,product_007790.xyz,110.99784445
reactant_007791.xyz,product_007791.xyz,130.32160263
reactant_007792.xyz,product_007792.xyz,57.40542647
reactant_007793.xyz,product_007793.xyz,71.40903230
reactant_007794.xyz,product_007794.xyz,109.76660173
reactant_007795.xyz,product_007795.xyz,86.03104005
reactant_007796.xyz,product_007796.xyz,57.29192507
reactant_007797.xyz,product_007797.xyz,87.24941802
reactant_007798.xyz,product_007798.xyz,110.82385726
reactant_007799.xyz,product_007799.xyz,51.56246207
reactant_007800.xyz,product_007800.xyz,66.17280930
reactant_007801.xyz,product_007801.xyz,121.50450783
reactant_007802.xyz,product_007802.xyz,138.52963927
reactant_007803.xyz,product_007803.xyz,111.90525218
reactant_007804.xyz,product_007804.xyz,87.91931573
reactant_007805.xyz,product_007805.xyz,85.69902594
reactant_007806.xyz,product_007806.xyz,96.88441145
reactant_007807.xyz,product_007807.xyz,127.30448608
reactant_007808.xyz,product_007808.xyz,54.62570340
reactant_007809.xyz,product_007809.xyz,82.11018385
reactant_007810.xyz,product_007810.xyz,94.50456699
reactant_007811.xyz,product_007811.xyz,67.88269953
reactant_007812.xyz,product_007812.xyz,106.65126870
reactant_007813.xyz,product_007813.xyz,84.45737222
reactant_007814.xyz,product_007814.xyz,119.65554722
reactant_007815.xyz,product_007815.xyz,132.63709372
reactant_007816.xyz,product_007816.xyz,68.32671434
reactant_007817.xyz,product_007817.xyz,107.54618556
reactant_007818.xyz,product_007818.xyz,115.46474053
reactant_007819.xyz,product_007819.xyz,122.78969810
reactant_007820.xyz,product_007820.xyz,87.18774054
reactant_007821.xyz,product_007821.xyz,151.43310356
reactant_007822.xyz,product_007822.xyz,82.30368722
reactant_007823.xyz,product_007823.xyz,70.12178554
reactant_007824.xyz,product_007824.xyz,79.64263030
reactant_007825.xyz,product_007825.xyz,83.97550994
reactant_007826.xyz,product_007826.xyz,51.68249947
reactant_007827.xyz,product_007827.xyz,75.50078538
reactant_007828.xyz,product_007828.xyz,115.34184111
reactant_007829.xyz,product_007829.xyz,129.78563284
reactant_007830.xyz,product_007830.xyz,51.26250587
reactant_007831.xyz,product_007831.xyz,71.35776520
reactant_007832.xyz,product_007832.xyz,80.17350923
reactant_007833.xyz,product_007833.xyz,109.09045042
reactant_007834.xyz,product_007834.xyz,88.94210517
reactant_007835.xyz,product_007835.xyz,104.23088198
reactant_007836.xyz,product_007836.xyz,69.47076897
reactant_007837.xyz,product_007837.xyz,118.19971192
reactant_007838.xyz,product_007838.xyz,62.36713198
reactant_007839.xyz,product_007839.xyz,36.94495534
reactant_007840.xyz,product_007840.xyz,111.54656757
reactant_007841.xyz,product_007841.xyz,75.51945323
reactant_007842.xyz,product_007842.xyz,81.59012962
reactant_007843.xyz,product_007843.xyz,58.73828804
reactant_007844.xyz,product_007844.xyz,84.32591027
reactant_007845.xyz,product_007845.xyz,84.16701890
reactant_007846.xyz,product_007846.xyz,102.61040461
reactant_007847.xyz,product_007847.xyz,99.81380904
reactant_007848.xyz,product_007848.xyz,114.36638888
reactant_007849.xyz,product_007849.xyz,73.35103097
reactant_007850.xyz,product_007850.xyz,46.46863390
reactant_007851.xyz,product_007851.xyz,84.20360595
reactant_007852.xyz,product_007852.xyz,38.36444687
reactant_007853.xyz,product_007853.xyz,46.49625018
reactant_007854.xyz,product_007854.xyz,79.26181260
reactant_007855.xyz,product_007855.xyz,59.83127828
reactant_007856.xyz,product_007856.xyz,61.21111902
reactant_007857.xyz,product_007857.xyz,98.51690333
reactant_007858.xyz,product_007858.xyz,80.77562426
reactant_007859.xyz,product_007859.xyz,51.51135347
reactant_007860.xyz,product_007860.xyz,82.61922949
reactant_007861.xyz,product_007861.xyz,132.39841238
reactant_007862.xyz,product_007862.xyz,84.59683356
reactant_007863.xyz,product_007863.xyz,68.38974716
reactant_007864.xyz,product_007864.xyz,54.48251325
reactant_007865.xyz,product_007865.xyz,88.17532671
reactant_007866.xyz,product_007866.xyz,61.23626586
